row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,shipping_days
2788,us-2015-117744,2015-02-12,2015-06-12,Standard Class,MD-17860,michael dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10001588,Furniture,Furnishings,"deflect-o supertray unbreakable stackable tray, letter, black",58.36,120.0
2789,us-2015-117744,2015-02-12,2015-06-12,Standard Class,MD-17860,michael dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-AR-10000940,Office Supplies,Art,newell 343,16.464,120.0
2790,us-2015-117744,2015-02-12,2015-06-12,Standard Class,MD-17860,michael dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 diameter round wall clock,39.96,120.0
2802,us-2016-110163,2016-01-11,2016-04-11,First Class,GA-14725,guy armstrong,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10001683,Office Supplies,Art,lumber crayons,7.88,91.0
2803,ca-2018-143329,2018-03-11,2018-08-11,Standard Class,DL-13330,denise leinenbach,Consumer,United States,Las Cruces,New Mexico,88001,West,FUR-FU-10000629,Furniture,Furnishings,9-3/4 diameter round wall clock,41.37,153.0
2806,ca-2016-122623,2016-07-09,2016-11-09,Standard Class,CC-12145,charles crestani,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10000553,Furniture,Chairs,"metal folding chairs, beige, 4/carton",47.516,123.0
2816,ca-2016-104626,2016-01-09,2016-08-09,Standard Class,DR-12940,daniel raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001510,Office Supplies,Binders,deluxe heavy-duty vinyl round ring binder,114.6,213.0
2817,ca-2016-104626,2016-01-09,2016-08-09,Standard Class,DR-12940,daniel raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-CH-10003817,Furniture,Chairs,"global value steno chair, gray",60.74,213.0
2818,ca-2016-104626,2016-01-09,2016-08-09,Standard Class,DR-12940,daniel raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10000308,Furniture,Furnishings,deflect-o glass clear studded chair mats,124.36,213.0
2819,ca-2016-104626,2016-01-09,2016-08-09,Standard Class,DR-12940,daniel raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-ST-10003208,Office Supplies,Storage,adjustable depth letter/legal cart,1088.76,213.0
2820,ca-2017-160500,2017-05-05,2017-08-05,First Class,DM-13015,darrin martin,Consumer,United States,Encinitas,California,92024,West,OFF-BI-10003784,Office Supplies,Binders,computer printout index tabs,6.72,92.0
2821,ca-2017-160500,2017-05-05,2017-08-05,First Class,DM-13015,darrin martin,Consumer,United States,Encinitas,California,92024,West,FUR-TA-10003748,Furniture,Tables,bevis 36 x 72 conference tables,298.776,92.0
2832,ca-2015-148915,2015-01-11,2015-05-11,Standard Class,ND-18370,natalie decherney,Consumer,United States,Portland,Oregon,97206,West,OFF-ST-10001128,Office Supplies,Storage,"carina mini system audio rack, model ar050b",443.92,120.0
2833,ca-2015-148915,2015-01-11,2015-05-11,Standard Class,ND-18370,natalie decherney,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10000673,Technology,Phones,plantronics voyager pro hd - bluetooth headset,155.976,120.0
2839,ca-2017-147368,2017-09-06,2017-12-06,First Class,TC-21295,toby carlisle,Consumer,United States,Tallahassee,Florida,32303,South,TEC-MA-10002178,Technology,Machines,cisco cp-7937g unified ip conference station phone,695.7,91.0
2840,us-2016-104185,2016-03-09,2016-08-09,Second Class,JB-15400,jennifer braxton,Corporate,United States,New York City,New York,10009,East,OFF-ST-10001526,Office Supplies,Storage,iceberg mobile mega data/printer cart,120.33,153.0
2851,us-2017-128293,2017-02-06,2017-05-06,First Class,KC-16255,karen carlisle,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000736,Office Supplies,Storage,carina double wide media storage towers in natural & black,64.784,89.0
2868,ca-2017-115588,2017-10-11,2017-12-11,Second Class,AF-10885,art foster,Consumer,United States,Toledo,Ohio,43615,East,OFF-SU-10001225,Office Supplies,Supplies,staple remover,14.72,61.0
2869,ca-2017-115588,2017-10-11,2017-12-11,Second Class,AF-10885,art foster,Consumer,United States,Toledo,Ohio,43615,East,OFF-ST-10001558,Office Supplies,Storage,acco perma 4000 stacking storage drawers,38.976,61.0
2890,ca-2018-164049,2018-02-11,2018-06-11,Standard Class,KH-16630,ken heidel,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10000791,Office Supplies,Paper,"wirebound message books, four 2 3/4 x 5 forms per page, 200 sets per book",23.85,120.0
2898,us-2017-164630,2017-04-01,2017-09-01,Standard Class,EB-13975,erica bern,Corporate,United States,Charlotte,North Carolina,28205,South,TEC-CO-10000971,Technology,Copiers,hewlett packard 310 color digital copier,959.968,153.0
2907,ca-2018-121615,2018-03-11,2018-09-11,Standard Class,DL-12925,daniel lacy,Consumer,United States,Eagan,Minnesota,55122,Central,OFF-PA-10000327,Office Supplies,Paper,xerox 1971,8.56,184.0
2908,ca-2018-121615,2018-03-11,2018-09-11,Standard Class,DL-12925,daniel lacy,Consumer,United States,Eagan,Minnesota,55122,Central,OFF-ST-10001325,Office Supplies,Storage,sterilite officeware hinged file box,52.4,184.0
2909,ca-2018-121615,2018-03-11,2018-09-11,Standard Class,DL-12925,daniel lacy,Consumer,United States,Eagan,Minnesota,55122,Central,OFF-LA-10001771,Office Supplies,Labels,avery 513,14.94,184.0
2911,ca-2016-118444,2016-05-11,2016-09-11,Standard Class,VD-21670,valerie dominguez,Consumer,United States,Coral Springs,Florida,33065,South,OFF-AP-10000576,Office Supplies,Appliances,"belkin 325va ups surge protector, 6'",387.136,123.0
2925,ca-2015-157721,2015-02-09,2015-05-09,First Class,JM-16195,justin mackendrick,Consumer,United States,Watertown,New York,13601,East,OFF-AP-10001303,Office Supplies,Appliances,"holmes cool mist humidifier for the whole house with 8-gallon output per day, extended life filter",19.9,89.0
2926,ca-2015-157721,2015-02-09,2015-05-09,First Class,JM-16195,justin mackendrick,Consumer,United States,Watertown,New York,13601,East,FUR-FU-10002116,Furniture,Furnishings,"tenex carpeted, granite-look or clear contemporary contour shape chair mats",70.71,89.0
2928,ca-2018-158106,2018-04-06,2018-10-06,Standard Class,CT-11995,carol triggs,Consumer,United States,Apple Valley,Minnesota,55124,Central,OFF-AR-10002255,Office Supplies,Art,newell 346,8.64,183.0
2931,ca-2016-168564,2016-08-08,2016-08-08,Same Day,TT-21220,thomas thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10004970,Office Supplies,Binders,"accohide 3-ring binder, blue, 1""",6.608,0.0
2932,ca-2016-168564,2016-08-08,2016-08-08,Same Day,TT-21220,thomas thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,presstex flexible ring binders,7.28,0.0
2933,ca-2016-168564,2016-08-08,2016-08-08,Same Day,TT-21220,thomas thornton,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10000785,Furniture,Chairs,global ergonomic managers chair,144.784,0.0
2934,us-2017-169040,2017-06-12,2017-12-12,Standard Class,GT-14710,greg tran,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10002310,Technology,Phones,plantronics calisto p620-m usb wireless speakerphone system,156.792,183.0
2935,us-2017-169040,2017-06-12,2017-12-12,Standard Class,GT-14710,greg tran,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10002834,Technology,Phones,google nexus 5,431.976,183.0
2936,us-2017-169040,2017-06-12,2017-12-12,Standard Class,GT-14710,greg tran,Consumer,United States,Seattle,Washington,98105,West,OFF-EN-10000927,Office Supplies,Envelopes,jet-pak recycled peel 'n' seal padded mailers,35.89,183.0
2937,us-2017-169040,2017-06-12,2017-12-12,Standard Class,GT-14710,greg tran,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001636,Office Supplies,Binders,ibico plastic and wire spiral binding combs,47.208,183.0
2938,us-2017-169040,2017-06-12,2017-12-12,Standard Class,GT-14710,greg tran,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10001736,Office Supplies,Paper,xerox 1880,248.08,183.0
2939,us-2017-169040,2017-06-12,2017-12-12,Standard Class,GT-14710,greg tran,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10000482,Office Supplies,Paper,"snap-a-way black print carbonless ruled speed letter, triplicate",189.7,183.0
2940,us-2017-169040,2017-06-12,2017-12-12,Standard Class,GT-14710,greg tran,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001658,Office Supplies,Binders,gbc standard therm-a-bind covers,59.808,183.0
2946,ca-2017-166443,2017-04-11,2017-05-11,First Class,LH-17020,lisa hazard,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10004020,Furniture,Furnishings,advantus panel wall acrylic frame,38.29,30.0
2950,ca-2018-134915,2018-12-11,2018-12-11,Same Day,EM-14140,eugene moren,Home Office,United States,Glendale,Arizona,85301,West,TEC-AC-10001266,Technology,Accessories,memorex micro travel drive 8 gb,41.6,0.0
2951,ca-2018-134915,2018-12-11,2018-12-11,Same Day,EM-14140,eugene moren,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10002160,Office Supplies,Paper,xerox 1978,23.12,0.0
2952,ca-2018-134915,2018-12-11,2018-12-11,Same Day,EM-14140,eugene moren,Home Office,United States,Glendale,Arizona,85301,West,FUR-CH-10004875,Furniture,Chairs,harbour creations 67200 series stacking chairs,113.888,0.0
2953,ca-2018-134915,2018-12-11,2018-12-11,Same Day,EM-14140,eugene moren,Home Office,United States,Glendale,Arizona,85301,West,FUR-FU-10000305,Furniture,Furnishings,"tenex v2t-re standard weight series chair mat, 45"" x 53"", lip 25"" x 12""",113.568,0.0
2954,ca-2018-134915,2018-12-11,2018-12-11,Same Day,EM-14140,eugene moren,Home Office,United States,Glendale,Arizona,85301,West,TEC-PH-10000347,Technology,Phones,cush cases heavy duty rugged cover case for samsung galaxy s5 - purple,7.92,0.0
2955,ca-2018-134915,2018-12-11,2018-12-11,Same Day,EM-14140,eugene moren,Home Office,United States,Glendale,Arizona,85301,West,TEC-PH-10001459,Technology,Phones,samsung galaxy mega 6.3,671.984,0.0
2958,ca-2018-168900,2018-04-05,2018-09-05,Standard Class,SH-20395,shahid hopkins,Consumer,United States,Springfield,Ohio,45503,East,OFF-BI-10003910,Office Supplies,Binders,dxl angle-view binders with locking rings by samsill,2.313,153.0
2969,ca-2018-167941,2018-06-11,2018-09-11,Second Class,JF-15565,jill fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 cubic foot compact ""cube"" office refrigerators",499.584,92.0
2970,ca-2018-167941,2018-06-11,2018-09-11,Second Class,JF-15565,jill fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001800,Office Supplies,Paper,xerox 220,31.104,92.0
2971,ca-2018-167941,2018-06-11,2018-09-11,Second Class,JF-15565,jill fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10002827,Office Supplies,Binders,avery durable poly binders,13.272,92.0
2972,ca-2018-167941,2018-06-11,2018-09-11,Second Class,JF-15565,jill fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10004671,Furniture,Furnishings,"executive impressions 12"" wall clock",28.272,92.0
2973,ca-2018-167941,2018-06-11,2018-09-11,Second Class,JF-15565,jill fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-ST-10000736,Office Supplies,Storage,carina double wide media storage towers in natural & black,259.136,92.0
2975,ca-2016-137512,2016-07-05,2016-12-05,Standard Class,AG-10675,anna gayman,Consumer,United States,Allen,Texas,75002,Central,FUR-TA-10001095,Furniture,Tables,chromcraft round conference tables,244.006,153.0
2976,ca-2016-137512,2016-07-05,2016-12-05,Standard Class,AG-10675,anna gayman,Consumer,United States,Allen,Texas,75002,Central,OFF-PA-10000213,Office Supplies,Paper,xerox 198,15.936,153.0
2977,ca-2018-139773,2018-04-12,2018-04-12,Same Day,DV-13045,darrin van huff,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10001797,Furniture,Chairs,"safco chair connectors, 6/carton",188.552,0.0
2978,ca-2018-134607,2018-03-10,2018-08-10,Second Class,HL-15040,hunter lopez,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10002214,Office Supplies,Storage,x-rack file for hanging folders,22.58,153.0
2984,us-2015-112872,2015-06-12,2015-11-12,Second Class,RC-19960,ryan crowe,Consumer,United States,Springfield,Oregon,97477,West,OFF-ST-10002205,Office Supplies,Storage,file shuttle i and handi-file,53.424,153.0
2985,us-2015-112872,2015-06-12,2015-11-12,Second Class,RC-19960,ryan crowe,Consumer,United States,Springfield,Oregon,97477,West,FUR-TA-10003238,Furniture,Tables,"chromcraft bull-nose wood 48"" x 96"" rectangular conference tables",275.49,153.0
2993,ca-2017-134376,2017-02-10,2017-06-10,Standard Class,TT-21265,tim taslimi,Corporate,United States,New York City,New York,10024,East,OFF-AP-10004532,Office Supplies,Appliances,kensington 6 outlet guardian standard surge protector,61.44,120.0
3003,ca-2016-130610,2016-05-07,2016-10-07,Standard Class,VP-21730,victor preis,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-BI-10003655,Office Supplies,Binders,durable pressboard binders,19.0,153.0
3005,ca-2017-131499,2017-08-09,2017-10-09,First Class,MG-17875,michael grace,Home Office,United States,New York City,New York,10011,East,OFF-AP-10003779,Office Supplies,Appliances,kensington 7 outlet masterpiece power center with fax/phone line protection,207.48,61.0
3009,ca-2017-124772,2017-05-12,2017-06-12,First Class,JG-15160,james galang,Consumer,United States,Murray,Kentucky,42071,South,FUR-FU-10004748,Furniture,Furnishings,"howard miller 16"" diameter gallery wall clock",191.82,31.0
3040,ca-2018-101749,2018-03-10,2018-08-10,Standard Class,AS-10045,aaron smayling,Corporate,United States,Pasadena,California,91104,West,FUR-TA-10001520,Furniture,Tables,"lesro sheffield collection coffee table, end table, center table, corner table",171.288,153.0
3041,us-2017-147991,2017-05-05,2017-09-05,Standard Class,ZD-21925,zuschuss donatelli,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-FU-10004270,Furniture,Furnishings,"eldon image series desk accessories, burgundy",16.72,123.0
3042,ca-2018-149559,2018-11-09,2018-12-09,Same Day,KF-16285,karen ferguson,Home Office,United States,Long Beach,California,90805,West,OFF-PA-10003172,Office Supplies,Paper,xerox 1996,12.96,30.0
3043,ca-2018-149559,2018-11-09,2018-12-09,Same Day,KF-16285,karen ferguson,Home Office,United States,Long Beach,California,90805,West,OFF-EN-10002312,Office Supplies,Envelopes,#10 self-seal white envelopes,22.18,30.0
3044,ca-2018-149559,2018-11-09,2018-12-09,Same Day,KF-16285,karen ferguson,Home Office,United States,Long Beach,California,90805,West,FUR-CH-10002320,Furniture,Chairs,hon pagoda stacking chairs,2054.272,30.0
3046,ca-2018-125290,2018-06-11,2018-10-11,Second Class,CC-12430,chuck clark,Home Office,United States,Minneapolis,Minnesota,55407,Central,OFF-AR-10001216,Office Supplies,Art,newell 339,13.9,122.0
3047,ca-2018-125290,2018-06-11,2018-10-11,Second Class,CC-12430,chuck clark,Home Office,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003127,Office Supplies,Paper,easy-staple paper,26.38,122.0
3049,ca-2018-121419,2018-02-04,2018-04-04,First Class,TC-21475,tony chapman,Home Office,United States,Columbus,Georgia,31907,South,FUR-TA-10004534,Furniture,Tables,bevis 44 x 96 conference tables,411.8,59.0
3050,ca-2018-121419,2018-02-04,2018-04-04,First Class,TC-21475,tony chapman,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000892,Technology,Accessories,netgear n750 dual band wi-fi gigabit router,360.0,59.0
3051,us-2018-148054,2018-06-10,2018-11-10,Standard Class,NZ-18565,nick zandusky,Home Office,United States,Meridian,Idaho,83642,West,FUR-FU-10003247,Furniture,Furnishings,36x48 hardfloor chairmat,41.96,153.0
3052,us-2018-148054,2018-06-10,2018-11-10,Standard Class,NZ-18565,nick zandusky,Home Office,United States,Meridian,Idaho,83642,West,OFF-AP-10004336,Office Supplies,Appliances,"conquest 14 commercial heavy-duty upright vacuum, collection system, accessory kit",227.84,153.0
3053,us-2018-148054,2018-06-10,2018-11-10,Standard Class,NZ-18565,nick zandusky,Home Office,United States,Meridian,Idaho,83642,West,OFF-PA-10001295,Office Supplies,Paper,computer printout paper with letter-trim perforations,37.94,153.0
3061,ca-2017-144554,2017-07-11,2017-12-11,Standard Class,DM-13345,denise monton,Corporate,United States,Newark,Ohio,43055,East,TEC-AC-10002800,Technology,Accessories,plantronics audio 478 stereo usb headset,119.976,153.0
3062,ca-2018-127621,2018-03-03,2018-07-03,Standard Class,RE-19450,richard eichhorn,Consumer,United States,Dallas,Texas,75081,Central,OFF-PA-10001307,Office Supplies,Paper,"important message pads, 50 4-1/4 x 5-1/2 forms per pad",26.88,122.0
3074,ca-2017-125206,2017-03-01,2017-05-01,First Class,LR-16915,lena radford,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10003692,Office Supplies,Storage,recycled steel personal file for hanging file folders,114.46,61.0
3075,ca-2016-126137,2016-03-10,2016-08-10,Standard Class,BS-11755,bruce stewart,Consumer,United States,Los Angeles,California,90032,West,FUR-BO-10004409,Furniture,Bookcases,"safco value mate series steel bookcases, baked enamel finish on steel, gray",120.666,153.0
3080,ca-2018-101182,2018-04-09,2018-05-09,First Class,KB-16405,katrina bavinger,Home Office,United States,Apple Valley,California,92307,West,OFF-PA-10001800,Office Supplies,Paper,xerox 220,12.96,30.0
3081,ca-2018-101182,2018-04-09,2018-05-09,First Class,KB-16405,katrina bavinger,Home Office,United States,Apple Valley,California,92307,West,TEC-PH-10003589,Technology,Phones,invisibleshield by zagg smudge-free screen protector,43.176,30.0
3091,ca-2017-112123,2017-03-03,2017-08-03,Standard Class,BH-11710,brosina hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10001071,Office Supplies,Binders,gbc proclick punch binding system,447.86,153.0
3092,ca-2017-112123,2017-03-03,2017-08-03,Standard Class,BH-11710,brosina hoffman,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10001557,Technology,Phones,pyle pmp37led,479.95,153.0
3093,ca-2017-112123,2017-03-03,2017-08-03,Standard Class,BH-11710,brosina hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001977,Office Supplies,Paper,xerox 194,166.44,153.0
3104,ca-2017-124562,2017-08-12,2017-12-12,Standard Class,JP-16135,julie prescott,Home Office,United States,Columbus,Ohio,43229,East,OFF-BI-10001267,Office Supplies,Binders,"universal recycled hanging pressboard report binders, letter size",12.957,122.0
3119,ca-2016-121720,2016-11-06,2016-12-06,First Class,JE-15610,jim epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-CH-10003312,Furniture,Chairs,hon 2090 âpillow softâ series mid back swivel/tilt chairs,1123.92,30.0
3120,ca-2016-121720,2016-11-06,2016-12-06,First Class,JE-15610,jim epp,Corporate,United States,Lakeland,Florida,33801,South,TEC-PH-10002496,Technology,Phones,cisco spa301,249.584,30.0
3121,ca-2016-121720,2016-11-06,2016-12-06,First Class,JE-15610,jim epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10003464,Furniture,Furnishings,"seth thomas 8 1/2"" cubicle clock",48.672,30.0
3122,ca-2016-121720,2016-11-06,2016-12-06,First Class,JE-15610,jim epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-AR-10000380,Office Supplies,Art,"hunt powerhouse electric pencil sharpener, blue",60.768,30.0
3123,ca-2016-121720,2016-11-06,2016-12-06,First Class,JE-15610,jim epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10004593,Office Supplies,Binders,ibico laser imprintable binding system covers,78.6,30.0
3124,ca-2016-121720,2016-11-06,2016-12-06,First Class,JE-15610,jim epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001308,Office Supplies,Binders,gbc standard plastic binding systems' combs,3.768,30.0
3125,ca-2016-121720,2016-11-06,2016-12-06,First Class,JE-15610,jim epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10001780,Office Supplies,Storage,tennsco 16-compartment lockers with coat rack,1036.624,30.0
3126,ca-2016-121720,2016-11-06,2016-12-06,First Class,JE-15610,jim epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10003816,Office Supplies,Storage,fellowes high-stak drawer files,563.808,30.0
3127,ca-2018-149895,2018-08-09,2018-12-09,Standard Class,EB-14110,eugene barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,Technology,Phones,aastra 6757i ct wireless voip phone,258.528,122.0
3128,ca-2018-147564,2018-02-10,2018-06-10,Standard Class,BP-11155,becky pak,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004438,Office Supplies,Paper,xerox 1907,49.12,120.0
3142,us-2015-122959,2015-12-12,2015-12-12,Same Day,CY-12745,craig yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10003650,Office Supplies,Binders,gbc docubind 300 electric binding machine,210.392,0.0
3145,us-2017-148110,2017-05-09,2017-11-09,Standard Class,AR-10825,anthony rawles,Corporate,United States,Austin,Texas,78745,Central,FUR-CH-10002647,Furniture,Chairs,"situations contoured folding chairs, 4/set",347.802,184.0
3149,ca-2017-120558,2017-07-06,2017-10-06,First Class,RD-19810,ross devincentis,Home Office,United States,New York City,New York,10035,East,OFF-PA-10003441,Office Supplies,Paper,xerox 226,32.4,92.0
3156,ca-2015-128986,2015-03-08,2015-05-08,Second Class,GH-14410,gary hansen,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10001289,Office Supplies,Paper,white computer printout paper by universal,93.024,61.0
3178,ca-2018-122280,2018-10-09,2018-10-09,Same Day,SH-20395,shahid hopkins,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004911,Office Supplies,Paper,"rediform s.o.s. 1-up phone message bk, 4-1/4x3-1/16 bk, 1 form/pg, 40 messages/bk, 3/pk",18.76,0.0
3179,ca-2018-105235,2018-05-12,2018-11-12,Standard Class,SM-20950,suzanne mcnair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001487,Furniture,Furnishings,"eldon expressions wood and plastic desk accessories, cherry wood",20.94,184.0
3180,ca-2018-105235,2018-05-12,2018-11-12,Standard Class,SM-20950,suzanne mcnair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"seth thomas 14"" putty-colored wall clock",58.68,184.0
3181,ca-2018-105235,2018-05-12,2018-11-12,Standard Class,SM-20950,suzanne mcnair,Corporate,United States,New York City,New York,10011,East,OFF-AP-10001271,Office Supplies,Appliances,eureka the boss cordless rechargeable stick vac,254.9,184.0
3182,ca-2018-152912,2018-09-11,2018-12-11,Second Class,BM-11650,brian moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10004728,Office Supplies,Binders,wilson jones turn tabs binder tool for ring binders,9.64,91.0
3183,ca-2018-152912,2018-09-11,2018-12-11,Second Class,BM-11650,brian moss,Corporate,United States,Columbia,Maryland,21044,East,TEC-AC-10004666,Technology,Accessories,maxellâ ivdr ex 500gb cartridge,826.62,91.0
3184,ca-2018-152912,2018-09-11,2018-12-11,Second Class,BM-11650,brian moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,adjustable depth letter/legal cart,1633.14,91.0
3186,ca-2015-123498,2015-07-11,2015-09-11,First Class,TC-20980,tamara chand,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000632,Office Supplies,Binders,satellite sectional post binders,26.046,62.0
3187,ca-2015-123498,2015-07-11,2015-09-11,First Class,TC-20980,tamara chand,Corporate,United States,Houston,Texas,77041,Central,OFF-EN-10004773,Office Supplies,Envelopes,staple envelope,74.352,62.0
3192,ca-2018-123981,2018-02-10,2018-08-10,Standard Class,RW-19630,rob williams,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002115,Technology,Phones,plantronics 81402,65.99,181.0
3193,ca-2018-158953,2018-04-06,2018-08-06,Standard Class,ML-18040,michelle lonsdale,Corporate,United States,Missouri City,Texas,77489,Central,OFF-BI-10002557,Office Supplies,Binders,presstex flexible ring binders,6.37,122.0
3194,ca-2015-165428,2015-01-09,2015-04-09,First Class,JL-15130,jack lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10002949,Office Supplies,Binders,prestige round ring binders,3.648,90.0
3195,ca-2015-165428,2015-01-09,2015-04-09,First Class,JL-15130,jack lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10004100,Office Supplies,Paper,xerox 216,31.104,90.0
3198,ca-2016-149384,2016-10-07,2016-10-07,Same Day,EH-13945,eric hoffmann,Consumer,United States,Tempe,Arizona,85281,West,OFF-BI-10003196,Office Supplies,Binders,accohide poly flexible ring binders,3.366,0.0
3199,ca-2015-131527,2015-01-12,2015-07-12,Standard Class,TB-21280,toby braunhardt,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10001644,Technology,Phones,"bluelounge milo smartphone stand, white/metallic",95.968,181.0
3216,ca-2018-150189,2018-08-07,2018-10-07,First Class,VG-21790,vivek gonzalez,Consumer,United States,San Mateo,California,94403,West,OFF-LA-10002762,Office Supplies,Labels,avery 485,75.18,61.0
3220,us-2016-137008,2016-02-10,2016-08-10,Standard Class,JP-15460,jennifer patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-PA-10001295,Office Supplies,Paper,computer printout paper with letter-trim perforations,94.85,182.0
3221,us-2016-137008,2016-02-10,2016-08-10,Standard Class,JP-15460,jennifer patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-EN-10002500,Office Supplies,Envelopes,globe weis peel & seel first class envelopes,51.12,182.0
3222,us-2016-137008,2016-02-10,2016-08-10,Standard Class,JP-15460,jennifer patt,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-AC-10000892,Technology,Accessories,netgear n750 dual band wi-fi gigabit router,90.0,182.0
3223,ca-2015-108189,2015-02-10,2015-05-10,First Class,ES-14080,erin smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-PA-10001838,Office Supplies,Paper,"adams telephone message book w/dividers/space for phone numbers, 5 1/4""x8 1/2"", 300/messages",9.408,89.0
3224,ca-2015-108189,2015-02-10,2015-05-10,First Class,ES-14080,erin smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,staples,4.672,89.0
3225,ca-2015-108189,2015-02-10,2015-05-10,First Class,ES-14080,erin smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,bose soundlink bluetooth speaker,318.4,89.0
3226,ca-2015-108189,2015-02-10,2015-05-10,First Class,ES-14080,erin smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,letter or legal size expandable poly string tie envelopes,12.768,89.0
3227,ca-2015-108189,2015-02-10,2015-05-10,First Class,ES-14080,erin smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,stiletto hand letter openers,15.36,89.0
3228,ca-2015-108189,2015-02-10,2015-05-10,First Class,ES-14080,erin smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,pyle pmp37led,230.376,89.0
3229,ca-2015-108189,2015-02-10,2015-05-10,First Class,ES-14080,erin smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-AC-10003038,Technology,Accessories,kingston digital datatraveler 16gb usb 2.0,7.16,89.0
3231,ca-2018-131625,2018-01-09,2018-05-09,Second Class,BN-11515,bradley nguyen,Consumer,United States,New York City,New York,10009,East,FUR-FU-10004960,Furniture,Furnishings,"seth thomas 12"" clock w/ goldtone case",114.9,120.0
